center	assay	assay-info	cell-lines	cell-lines-meta	purturbagens	perturbagens-meta	perturbagens-meta (cont)	perturbagens-meta (cont)	signatures-meta	map	readouts	readout-count	data release date	data release date	data release date	data release date	data release date3	release level3	data release date4	release level4
HMS - Sorger	LJP5&6-L1000/single drugs: L1000 response of 6 breast cancer cell lines to treatment plates LJP5&6 (106 kinase inhibitors)	"Transcriptional response dataset-- 6 cell lines after 3 and 24 hours of treatment with 106 different kinase inhibitors at 6 different doses, measured with the L1000 assay at the Broad Institute"	"BT20,normal,cancer line,breast;HS578T,normal,cancer line,breast;MCF10A,normal,cancer line,breast;MCF7,normal,cancer line,breast;MDAMB231,normal,cancer line,breast;SKBR3,normal,cancer line,breast"	"6,normal"	"106 compounds,small molecules"	"false:small molecules,106"	"0.04uM,0.12uM,0.36uM,1.1uM,3.3uM,10uM;6"	"3,24;hrs;2"		one-all	L1000 gene expressions:number	6	2015 9 30	2015 9 30		2016 3 31				
HMS - Sorger	LJP5&6-growth inhibition/single drugs: Sensitivity measures of 6 breast cancer cell lines to treatment plates LJP5&6 (106 kinase inhibitors); complement to dataset LJP5&6-L1000/single drugs.	"Imaging assay--To generate measures of the sensitivities of 6 cell lines to LJP56 plates of kinase inhibitors, we treated cells with single drugs and measured the cell number after three days of drug exposure.  "	"BT20,normal,cancer line,breast;HS578T,normal,cancer line,breast;MCF10A,normal,cancer line,breast;MCF7,normal,cancer line,breast;MDAMB231,normal,cancer line,breast;SKBR3,normal,cancer line,breast"	"6,normal"	"106 compounds,small molecules"	"false:small molecules,106"	"0.04uM,0.12uM,0.36uM,1.1uM,3.3uM,10uM;6"	"3,24;hrs;2"		one-all	Nuclei/cell count:kinase inhibitor sensitivity measurements	6	2015 9 30	2015 9 30	2015 9 30	2016 3 31				
HMS - Sorger	LJP 5&6-growth inhibition/drug combinations: Sensitivity measures of 6 breast cancer cell lines to combination treatment of kinase inhibitors based on results of  dataset LJP5&6-growth inhibition/single drugs	"Imaging assay--To generate measures of the sensitivities of some cell lines to combinations of kinase inhibitors, we treated cells with drugs and measured the cell number after three days of drug exposure.  "	 among cell lines from LJP5&6-growth inhibition/ single drugs		 among HMSL compounds	"false:small molecules,"	0.01-10uM;	72;hrs;1		one-all	Nuclei/cell count:kinase inhibitor sensitivity measurements		2016 3 31	2016 3 31	2016 3 31					
HMS - Sorger	LJP5&6-L1000/drug combinations: L1000 response of of 6 breast cancer cell lines to treatment plates LJP7-9 (177 targeted drugs). Complement  to dataset LJP5&6-L1000/single drugs.	"Transcriptional response dataset-- 6 cell lines after 3 and 24 hours of treatment with 177 different kinase inhibitors and chromatin modifiers at 6 different doses, measured with the L1000 assay at the Broad Institute. "	"BT20,normal,cancer line,breast;HS578T,normal,cancer line,breast;MCF10A,normal,cancer line,breast;MCF7,normal,cancer line,breast;MDAMB231,normal,cancer line,breast;SKBR3,normal,cancer line,breast"	"6,normal"	"177 compounds,small molecules"	"false:small molecules,106"	"0.04uM,0.12uM,0.36uM,1.1uM,3.3uM,10uM;6"	"3,24;hrs;2"		one-all	L1000 gene expressions:number	6	2015 12 31	2015 12 31						
HMS - Sorger	Breast Cancer HCI1: High content images of 4 breast cancer cell lines treated with 106 kinase inhibitors (plates LJP5-6);collaboration with the David Andrews lab (University of Toronto)	"Imaging assay--4 cell lines treated with 3 different doses of the LJP5&6 plates of kinase inhibitors. Cells were stained with TMRE (mitochondria) and DRAQ5 (D/nuclei). Intensity, mophology and texture features were extracted at the well and single cell levels."	"BT20,normal,cancer line,breast;MCF10A,normal,cancer line,breast;MCF7,normal,cancer line,breast;MDAMB231,normal,cancer line,breast"	"4,normal"	"106 compounds,small molecules"	"false:small molecules,106"	"0.12uM,1.1uM,10uM;3"	24;hrs;1		one-all	"Intensity, mophology and texture features (300+ features total):image"	300	2015 9 30	2015 9 30						
HMS - Sorger	Breast Cancer HCI2: High content images of 2 breast cancer cell lines treated with 106 kinase inhibitors (plates LJP5-6); complement to dataset Breast cancer HCI1.	"Imaging assay--2 cell lines treated with 3 different doses of the LJP5&6 plates of kinase inhibitors. Cells will be  stained with TMRE (mitochondria) and DRAQ5 (D/nuclei). Intensity, mophology and texture features will be extracted at the well and single cell levels."	"HS578T,normal,cancer line,breast;SKBR3,normal,cancer line,breast"	"2,normal"	"106 compounds,small molecules"	"false:small molecules,106"	"0.12uM,1.1uM,10uM;3"	24;hrs;1		one-all	"Intensity, mophology and texture features (300+ features total):image"	300	2015 12 31	2015 12 31						
HMS - Sorger	Synovial Fibroblast 1: Secretion response of two primary human synovial fibroblast donor samples to a panel of 10 stimuli and 10 small molecule inhibitors	"Bead-based sandwich immunoassays--To generate measures of the secretion response of two primary human synovial fibroblast donor samples to individual stimulation with 10 stimuli in the presence or absence with one of 10 kinase-targeted small molecule inhibitors. Supernatant levels of 51 cytokines, chemokines, growth factors, proteases, etc are quantified. "	Human fibroblast-like synoviocytes lot #2586;Human fibroblast-like synoviocytes-RA lot #2159	"2,normal"	"CI1040,small molecule;A6730 (Sigma),small molecule;PI103,small molecule;Lestaurtinib,small molecule;Ruxolitinib,small molecule;Tofacitinib,small molecule;EO1428,small molecule;JNK-IN-8,small molecule;JNK-IN-11,small molecule;IKK16,small molecule;IL-1,protein;TNFalpha,protein;poly IC,protein"	"false:small molecules + proteins,14"	"0.1uM,3uM,0.1uM,0.3uM,0.3uM,0.3uM,1uM,3uM,0.3uM,2uM;10"	18;hrs;1		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	2015 6 30	2015 9 30	2015 12 31	2016 3 31				
HMS - Sorger	"Synovial Fibroblast 2: Secretion response of seven primary human synovial fibroblast donor samples to a panel of three stimuli, five small molecule inhibitors, and one clinical-grade therapeutic antibody"	"Bead-based sandwich immunoassays--To generate measures of the secretion response landscape of seven primary human synovial fibroblast donors samples to stimulation with three stimuli in the presence or absence ot targeted inhibitors, with a key goal of evaluating variability of secretion response across patient samples. Supernatant levels of 51 cytokines, chemokines, growth factors, proteases, etc, are quantified. Indepedent experimental replicates are collected on separate days. "	"Human fibroblast-like synoviocytes lot #2586,Human fibroblast-like synoviocytes lot #2645,Human fibroblast-like synoviocytes lot #2759,Human fibroblast-like synoviocytes-RA lot #1869,Human fibroblast-like synoviocytes-RA lot 1931,Human fibroblast-like synoviocytes-RA lot #2159,Human fibroblast-like synoviocytes-RA lot #2708"	"7,normal"	"PH 797804,small molecule;JNK-IN-8,small molecule;IKK16,small molecule;Tofacitinib,small molecule;5z-7-oxozeaenol,small molecule;Tocilizumab,small molecule"	"false:small molecules + proteins,9"	"0.6uM,3uM,2uM,0.3uM,0.6uM,100ug/mL;6"	18;hrs;1		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	2015 9 30	2015 12 31	2016 3 31	2016 6 30				
HMS - Sorger	"Synovial Fibroblast 3: Composition of serial dilution of RA synovial fluids, secretion response of primary human synovial fibroblasts to exposure to serial dilutions of RA synovial fluids, secretion response of primary human synovial fibroblasts to exposure to RA synovial fluids in the presence of MAP3K7/TAK1 inhibitor 5z-7-oxozeaenol"	"Bead-based sandwich immunoassays--To generate measures of (1) composition of synovial fluids from three RA patients, (2) to quantify secretion response of one primary human synovial fibroblast donor sample following individual exposure to synovial fluids from three RA patients, and (3) to quantify how this secretion response is altered by inhibition of MAP3K7/TAK1 by 5z-7-oxozeaenol. "	Human fibroblast-like synoviocytes-RA lot #2159	"1,normal"	"5z-7-oxozeaenol,small molecule;RA synovial fluid lot. no. 112050075,proteins;RA synovial fluid lot no. 113060040,proteins;RA synovial fluid lot no. 118050105,proteins;interleukin-1alpha,protein"	"false:small molecules + proteins,5"	(dose responses tested)	18;hrs;1		one-all	"Bioplex 27-plex and 21-plex cytokines kits (e.g. IL-6, GRO-a, MCP-1, IL-8, IP-10 and 43 other analytes) and MMP-1, -2, -3 kits from R&D Systems"	51	2015 12 31	2016 6 30	2016 6 30	2016 3 31	UNSURE IF QUARTERS WERE DONE PROPERLY			
HMS - Sorger	BRAF4: Phosphorylation state and levels of signaling and cell state markers measured in BRAF(V600E/D) melanoma cell lines in response to drug in the presence or absence of cytokine monitored by highly multiplex (~12-plex) immunofluorescence imaging	Imaging assay--monitoring  protein (or phospho protein) levels of  multiple targets. 	"C32,normal,normal,skin;COLO858,normal,normal,skin;MMACSF,normal,normal,skin;WM115,normal,normal,skin;MZ7MEL,normal,normal,skin"	"5,normal"	"Vemurafenib,small molecule;EGF,cytokine/growth factor;PDGF,cytokine/growth factor;NRG,cytokine/growth factor;IGF,cytokine/growth factor;FGF,cytokine/growth factor;HGF,cytokine/growth factor;TGF-_,cytokine/growth factor;TNF,cytokine/growth factor"	"false:small molecules + cytokine/growth factors,9"	0-1uM;3	"24,48;hrs;1"		one-all	Phosphorylation levels of target proteins:number	>5	2016 3 31	2016 3 31						
HMS - Sorger	BRAF5: Viability and apoptosis in BRAF(V600E/D) melanoma cell lines  in response to drug in the presence or absence of cytokine monitored by imaging	"Imaging assay--monitoring dose response of anti-mitotic compounds in human cancer cell lines at 72 to 96 hours to determine their effects on apoptosis.  To score viability and apoptosis, a dye-based imaging assay will be used; the cell-permeable D dye Hoechst 33342 is used to mark nuclei and DEVD-NucView488 caspase-3 substrate is used to mark apoptosis (stains nuclei of cells undergoing apoptosis, in which caspase 3 is active)."	"C32,normal,normal,skin;COLO858,normal,normal,skin;MMACSF,normal,normal,skin;WM115,normal,normal,skin;MZ7MEL,normal,normal,skin"	"5,normal"	"Vemurafenib,small molecule;EGF,cytokine/growth factor;PDGF,cytokine/growth factor;NRG,cytokine/growth factor;IGF,cytokine/growth factor;FGF,cytokine/growth factor;HGF,cytokine/growth factor;TGF-_,cytokine/growth factor;TNF,cytokine/growth factor"	"false:small molecules + cytokine/growth factors,9"	0-1uM;4	"72,96;hrs;1"		one-all	Nuclei/cell count:image;Apoptotic cells:image	2	2016 3 31	2016 3 31						
HMS - Sorger	BRAF6: Phosphorylation state and levels of ~24 transcription factors measured in BRAF(V600E/D) melanoma cell lines monitored by imaging	Imaging assay--monitoring  protein (or phospho protein) levels of  multiple targets.	"COLO858,normal,normal,skin;WM115,normal,normal,skin;MMACSF,normal,normal,skin;MZ7MEL,normal,normal,skin"	"4,normal"	"Vemurafenib,small molecule"	"false:small molecules,1"	0-1uM;5	48;hrs;1		one-all	Phosphorylation levels of target proteins:number	>5	2016 3 31	2016 3 31						
HMS - Sorger	MassSpecPhos1: Basal profiling of phosphoproteins measured by mass spec	Mass Spec assay--Basal profiling of the phosphoproteins. Cells will be serum starved for 24 hours before sample collection. 	"BT20,normal,cancer line,breast;HS578T,normal,cancer line,breast;MCF10A,normal,cancer line,breast;MCF7,normal,cancer line,breast;MDAMB231,normal,cancer line,breast;SKBR3,normal,cancer line,breast"	"6,normal"		"false:,"				one-all	mass spec		2016 3 31	2016 3 31						
																				
Broad - Jaffe	P100	Reduced Representation Phosphoprofiling	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A549,normal,cancer line,lung;A375,normal,cancer line,skin;,normal,cancer line,pancreas;NPC,normal,differentiated line,brain"	"6,normal"	" tranche2,chemical;1271738-62-5 (MI-2),chemical;acetyldinaline (Ci-994),chemical;belinostat,chemical;BIX 01294,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat (MS275),chemical;EPZ-5676,chemical;EPZ-5687,chemical;EPZ004777,chemical;EX527,chemical;geldanamycin,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;staurosporine,chemical;trichostatin-a,chemical;UNC0321,chemical;UNC0646,chemical;UNC1215,chemical;vorinostat,chemical;zebularine,chemical"	"false:chemical,32"	;1	3;hrs;1	3	one-all	:number matrix	100	2015 6 30	2015 6 30	2015 6 30	2015 6 30				
Broad - Jaffe	GCP	Global Chromatin Profiling	"MCF7,normal,cancer line,breast;PC3,normal,cancer line,prostate;A549,normal,cancer line,lung;A375,normal,cancer line,skin;,normal,cancer line,pancreas;NPC,normal,differentiated line,brain"	"6,normal"	" tranche2,chemical;1271738-62-5 (MI-2),chemical;acetyldinaline (Ci-994),chemical;belinostat,chemical;BIX 01294,chemical;CPI-169,chemical;decitabine,chemical;DMSO,chemical;entinostat (MS275),chemical;EPZ-5676,chemical;EPZ-5687,chemical;EPZ004777,chemical;EX527,chemical;geldanamycin,chemical;GSK-J4,chemical;GSK1210151A,chemical;gsk126,chemical;GSK525762A,chemical;jq1,chemical;LY-294002,chemical;methylstat,chemical;OSI-027,chemical;rapamycin,chemical;resveratrol,chemical;salermide,chemical;staurosporine,chemical;trichostatin-a,chemical;UNC0321,chemical;UNC0646,chemical;UNC1215,chemical;vorinostat,chemical;zebularine,chemical"	"false:chemical,32"	;1	24;hrs;1	3	one-all	:number matrix	100	2015 6 30	2015 6 30	2015 6 30	2015 6 30	DIFFERENT RELEASE DATES FOR DIFFERENT PERTURBAGENS			
																				
UCIrvine - Thompson	iMN toxicity as determined by RM	"Imaging assay--monitoring cell survival in control, ALS, and SMA iMNs. iMNs will be transfected with a fluorescence reporter and imaged daily for 10 days. Images will be run through a custom analysis software package that tracks individual cells over time. The time of death (if it occurs) for each neuron will be determined. Neurite arborization will be determined using custom software analysis on these images. ."	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false:diseases,2"		"24,48,72,96,120,144;hrs;6"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5"	cell fluorescence:image;survival time:image;morphology:image	3	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	iMN glutamate toxicity- Excitotoxicity	"iPSN Sensitivity to Glutamate-induced Toxicity. To test iPSN sensitivity to glutamate-induced excitotoxicity,  control and ALS/SMA iPSNs will be treated with various concentrations of L-glutamate (1, 3, 10, 30, 100 uM) for 2 to 8 hr in NDM, all concentrations for each experiment will be performed in triplicate. At the appropriate time point, cells will be incubated with 1 uM propidium iodide and 1 uM calcein AM for 30 min to visualize dead and live cells, respectively.  Five to ten fields of view will then be imaged for each treatment using excitation/emission filters of 535/617 nm and 495/515 nm for propidium iodide and calcein AM, respectively. The number of propidium iodide positive and calcein AM iPSNs will be quantified using Image J over 3 separate experiments. "	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;L-glutamate,small molecule"	"false:diseases,2;small molecules,1"	"1uM,3uM,10uM,30uM,100uM;5"	"2,4,6,8;hrs;4"	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;glutamate,CS00iCTR-n2;glutamate,CS14iCTR-n6;glutamate,CS83iCTR-33n1;glutamate,CS25iCTR-18n2;glutamate,CS28iALS-n2A;glutamate,CS29iALS-n1N;glutamate,CS30iALS-n1A;glutamate,CS52iALS-n6A;glutamate,CS32iSMA-n3;glutamate,CS13iSMA-n1;glutamate,83iSMA-n5;glutamate,CS77iSMA-n5"	cell fluorescence after propidium iodide:image;number of cells with PI uptake:image features	2	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	iMN Tunicamycin Toxicity: ER Stress	"Sensitivity to tunicamycin/ER Stress.  iPS neurons will be  differentiated in 24 well plates for 39 days before treatment with increasing tunicamycin concentrations (0, 0.1, 0.3, 0.6, 1.0, or 3.0 uM). After 24 h of incubation with tunicamycin, 0.5 uM of propidium iodide (PI) will be added to each well and incubated for 30 minutes. The PI signal will be imaged. For each treatment and dose, at least 10 images were taken per experiment, and the number of iPS neurons exhibiting PI uptake will be quantified using the analyze particle function of the Image J software (NIH)."	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;tunicamycin,small molecule"	"false:diseases,2;small molecules,1"	"0uM,0.1uM,0.3uM,0.6uM,1uM,3uM;6"	24;hrs;1	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;tunicamycin,CS00iCTR-n2;tunicamycin,CS14iCTR-n6;tunicamycin,CS83iCTR-33n1;tunicamycin,CS25iCTR-18n2;tunicamycin,CS28iALS-n2A;tunicamycin,CS29iALS-n1N;tunicamycin,CS30iALS-n1A;tunicamycin,CS52iALS-n6A;tunicamycin,CS32iSMA-n3;tunicamycin,CS13iSMA-n1;tunicamycin,83iSMA-n5;tunicamycin,CS77iSMA-n5"	cell fluorescence after propidium iodide:image;number of cells with PI uptake:image features	3	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	Baseline Rseq for control and diseased iPSC lines	"Baseline gene expression dataset for QC and pipeline development -- 11 total control iPSC cell lines 3 in triplicate and 1 in duplicate and 28 diseased iPSC, 4 ALS and 4 SMA with replicates and with no additional perturbagen. Determine cell line variability and assay reproducibility. Rseq QC statistics and expression correlation statistics will guide the development of QC statndards and appropriate analysis pipeline."		"39,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false:diseases,2"					gene expression:number	1	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	Rseq for control and diseased iMNs	"Baseline gene expression dataset for iMN and diseased state signature -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN with replicates and with no additional perturbagen. Generate gene expression signatures and analyze disease/control contrast for statistically significant differentially expressed genes. Generate disease signatures for future systems analysis: pathway, network, and category enrichment analysis, as well as for integration with other omics and machine learning analyses. "	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false:diseases,2"					gene expression:number	1	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	Rseq for control and diseased iMNs plus perturbations	"Gene expression dataset for iMN and disease signature reponse to perturbagens -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN with replicates plus additional perturbagen. Generate gene expression signatures and for both disease and control and analyze perturb/disease & perturb/control contrasts for statistically significant differentially expressed genes. Using a GLM setup multi-factor design matrix to analyze disease vs control with each perturbagen as an additional factor. Generate signatures for future systems analysis: pathway, network, and category enrichment analysis, as well as for integration with other omics and machine learning analyses. "	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"		"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;,small molecule"	"false:diseases,2;stimulation,"					gene expression:number	1	2015 6 30	2015 9 30	2015 12 31					
UCIrvine - Thompson	QC and SOP development for proteomic analysis  iPSC to  motor neuron differentiation	"MS analysis on the QE and or Triple TOF MS instrument  of trypsin digested  iPSC dervied from 4 control, 4 ALS and 4 SMA lines for 3 different wells at  multiple cell passages."	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false:diseases,2"					protein levels:number	1	2015 6 30	2015 9 30						
UCIrvine - Thompson	"Quantitative discovery proteomics (SWATH), compare iPSC and mature differentitated neurons"	"Build MS SWATH data library: using  the QE and 6600 MS instrument analyzing either fractionated individuals and pools of iPSC dervied from  4 controls and SMA and ALS lines into soluble, insoluble and acid soluble."	"CS00iCTR-n2,ips-differentiated,normal:control,brain;CS14iCTR-n6,ips-differentiated,spinal muscular atrophy:control,brain;CS83iCTR-33n1,ips-differentiated,huntington's disease:control,brain;CS25iCTR-18n2,ips-differentiated,huntington's disease:control,brain;CS28iALS-n2A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS29iALS-n1N,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS30iALS-n1A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS52iALS-n6A,ips-differentiated,amyotrophic lateral sclerosis:diseased,brain;CS32iSMA-n3,ips-differentiated,spinal muscular atrophy:diseased,brain;CS13iSMA-n1,ips-differentiated,spinal muscular atrophy:diseased,brain;83iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain;CS77iSMA-n5,ips-differentiated,spinal muscular atrophy:diseased,brain"	"12,ips-differentiated;12,mature motor neurons"	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false:diseases,2"					protein levels:number	1	2015 6 30	2015 9 30	2015 12 31					
